Budget (in dollars),Age,Gender,Education_Level,With children?,Recommended_Activity
144.0,20.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
222.0,23.0,Male,NA,0,Play: Visit a movie theater
170.0,41.0,Male,NA,0,Stay in: Watch calming TV
250.0,23.0,NA,Did Not Graduate HS,NA,Play: Go shopping
3696.0,50.0,Other,Bachelor’s Degree,0,Learn: Visit a library
10.0,20.0,Other,NA,NA,Play: Visit a movie theater
403.0,41.0,Transgender,Master’s Degree,NA,Explore: Hike
1214.0,36.0,Other,Bachelor’s Degree,1,Explore: Visit a park
266.0,18.0,NA,Other,1,Play: Go shopping
132.0,19.0,Male,NA,NA,Play: Visit a movie theater
62.0,18.0,Transgender,High School Grad,1,Play: Go shopping
135.0,22.0,Transgender,Other,NA,Play: Go shopping
221.0,22.0,Transgender,High School Grad,1,Play: Go shopping
788.0,60.0,NA,Bachelor’s Degree,NA,Stay in: Watch calming TV
166.0,23.0,Non-binary,High School Grad,NA,Play: Go shopping
163.0,23.0,Other,NA,1,Play: Visit a movie theater
43.0,20.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
295.0,19.0,Transgender,High School Grad,0,Play: Visit a movie theater
4613.0,49.0,Transgender,Bachelor’s Degree,0,Explore: Hike
241.0,21.0,NA,Other,NA,Play: Go shopping
232.0,19.0,Transgender,High School Grad,NA,Play: Visit a movie theater
76.0,22.0,NA,Other,1,Play: Go shopping
1707.0,29.0,Female,Bachelor’s Degree,1,Learn: Visit a library
17.0,23.0,Female,Other,1,Play: Visit a movie theater
3957.0,37.0,Non-binary,Master’s Degree,0,Learn: Visit a library
31.0,19.0,Non-binary,NA,NA,Play: Go shopping
290.0,20.0,Male,Other,1,Play: Go shopping
118.0,21.0,Non-binary,Other,1,Play: Visit a movie theater
193.0,22.0,Transgender,Other,1,Play: Go shopping
3035.0,47.0,Male,Master’s Degree,1,Explore: Go sightseeing
152.0,22.0,NA,NA,0,Play: Go shopping
1905.0,43.0,NA,Bachelor’s Degree,0,Learn: Visit a library
127.0,22.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
2686.0,33.0,Male,Master’s Degree,1,Play: Go shopping
247.0,21.0,Non-binary,Other,1,Play: Visit a movie theater
169.0,21.0,Male,Did Not Graduate HS,NA,Play: Visit a movie theater
3813.0,31.0,NA,Master’s Degree,0,Explore: Go sightseeing
43.0,19.0,Non-binary,NA,0,Play: Go shopping
1304.0,45.0,Female,Master’s Degree,1,Stay in: Color
1621.0,39.0,Other,Master’s Degree,NA,Stay in: Play a game
3316.0,50.0,Non-binary,Master’s Degree,1,Explore: Visit a park
3913.0,52.0,Transgender,Bachelor’s Degree,0,Play: Go shopping
46.0,22.0,Male,NA,NA,Play: Go shopping
2129.0,59.0,NA,Master’s Degree,0,Explore: Hike
1638.0,29.0,Male,Master’s Degree,1,Learn: Visit a library
169.0,23.0,Female,High School Grad,1,Play: Go shopping
78.0,18.0,Transgender,Did Not Graduate HS,1,Play: Visit a movie theater
4624.0,56.0,Female,Bachelor’s Degree,1,Play: Visit a movie theater
2074.0,38.0,Other,Bachelor’s Degree,NA,Play: Visit a movie theater
4745.0,31.0,Male,Master’s Degree,1,Stay in: Color
1274.0,35.0,Male,Master’s Degree,NA,Explore: Go sightseeing
251.0,21.0,Non-binary,NA,NA,Play: Go shopping
196.0,19.0,Male,High School Grad,0,Play: Visit a movie theater
4154.0,28.0,Male,Bachelor’s Degree,NA,Stay in: Play a game
117.0,22.0,Non-binary,NA,1,Play: Go shopping
73.0,18.0,Non-binary,NA,0,Play: Visit a movie theater
852.0,29.0,Non-binary,Master’s Degree,1,Stay in: Color
143.0,23.0,Non-binary,NA,0,Play: Go shopping
3045.0,31.0,Female,Bachelor’s Degree,1,Explore: Visit a park
59.0,21.0,Female,NA,1,Play: Go shopping
27.0,19.0,Female,Did Not Graduate HS,1,Play: Go shopping
3197.0,83.0,NA,Bachelor’s Degree,0,Play: Go shopping
117.0,18.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
3426.0,40.0,Transgender,Bachelor’s Degree,NA,Stay in: Play a game
2495.0,53.0,Other,Master’s Degree,0,Play: Go shopping
27.0,22.0,Other,High School Grad,0,Play: Go shopping
71.0,21.0,Male,NA,NA,Play: Visit a movie theater
3204.0,42.0,Female,Master’s Degree,1,Explore: Hike
4933.0,67.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
176.0,18.0,Transgender,Other,1,Play: Visit a movie theater
2216.0,57.0,Other,Master’s Degree,1,Explore: Go sightseeing
9.0,19.0,Other,High School Grad,1,Play: Go shopping
2652.0,34.0,Female,Bachelor’s Degree,1,Stay in: Color
245.0,49.0,Non-binary,Did Not Graduate HS,1,Stay in: Color
156.0,19.0,NA,Other,0,Play: Go shopping
389.0,42.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
1206.0,53.0,Male,Master’s Degree,NA,Stay in: Watch calming TV
1811.0,39.0,Other,Bachelor’s Degree,0,Play: Go shopping
81.0,26.0,Female,High School Grad,1,Stay in: Play a game
134.0,28.0,Male,Other,1,Play: Go shopping
4190.0,43.0,Male,Bachelor’s Degree,NA,Play: Go shopping
3044.0,64.0,Non-binary,Bachelor’s Degree,0,Play: Go shopping
4278.0,43.0,Non-binary,Master’s Degree,1,Learn: Visit a library
3607.0,71.0,NA,Master’s Degree,0,Explore: Go sightseeing
3275.0,25.0,Male,Master’s Degree,1,Explore: Go sightseeing
216.0,22.0,NA,NA,0,Play: Go shopping
227.0,22.0,Other,NA,1,Play: Visit a movie theater
107.0,19.0,Transgender,Other,1,Play: Visit a movie theater
123.0,19.0,Male,Other,0,Play: Visit a movie theater
3213.0,38.0,Male,Bachelor’s Degree,1,Stay in: Color
118.0,22.0,Male,Other,NA,Play: Visit a movie theater
4293.0,82.0,Other,Master’s Degree,1,Explore: Hike
273.0,20.0,Male,NA,NA,Play: Visit a movie theater
163.0,18.0,Female,Other,1,Play: Visit a movie theater
119.0,19.0,Female,High School Grad,1,Play: Go shopping
1874.0,40.0,Transgender,Bachelor’s Degree,NA,Stay in: Color
207.0,18.0,Female,Did Not Graduate HS,1,Play: Go shopping
3910.0,25.0,NA,Master’s Degree,1,Stay in: Play a game
1698.0,67.0,Other,Bachelor’s Degree,0,Stay in: Color
1179.0,51.0,Non-binary,Master’s Degree,0,Play: Visit a movie theater
294.0,23.0,Female,Other,1,Play: Visit a movie theater
3104.0,36.0,NA,Bachelor’s Degree,0,Stay in: Color
182.0,22.0,Transgender,NA,NA,Play: Go shopping
4569.0,46.0,Other,Bachelor’s Degree,0,Explore: Visit a park
2721.0,36.0,Male,Master’s Degree,1,Stay in: Watch calming TV
2398.0,55.0,Transgender,Master’s Degree,NA,Explore: Go sightseeing
229.0,20.0,Female,High School Grad,1,Play: Go shopping
4575.0,47.0,Transgender,Bachelor’s Degree,1,Play: Visit a movie theater
235.0,21.0,Transgender,Did Not Graduate HS,NA,Play: Visit a movie theater
128.0,19.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
3300.0,64.0,Male,Master’s Degree,NA,Explore: Visit a park
484.0,45.0,Non-binary,Bachelor’s Degree,1,Explore: Visit a park
229.0,19.0,Other,NA,1,Play: Go shopping
114.0,19.0,Non-binary,High School Grad,0,Play: Visit a movie theater
53.0,21.0,Male,NA,1,Play: Go shopping
1360.0,30.0,Female,Bachelor’s Degree,1,Stay in: Color
173.0,22.0,Non-binary,NA,NA,Play: Go shopping
1486.0,72.0,Non-binary,Master’s Degree,NA,Learn: Visit a library
35.0,23.0,Male,NA,1,Play: Visit a movie theater
1389.0,39.0,Male,Master’s Degree,0,Stay in: Watch calming TV
1057.0,91.0,Other,Master’s Degree,0,Play: Visit a movie theater
160.0,20.0,Other,High School Grad,NA,Play: Visit a movie theater
814.0,42.0,Male,Master’s Degree,1,Stay in: Color
269.0,19.0,Male,NA,1,Play: Go shopping
90.0,22.0,Non-binary,NA,0,Play: Go shopping
216.0,19.0,Transgender,NA,1,Play: Go shopping
239.0,19.0,Other,High School Grad,1,Play: Visit a movie theater
307.0,32.0,Female,Bachelor’s Degree,1,Explore: Visit a park
14.0,64.0,Transgender,NA,NA,Explore: Hike
2137.0,42.0,Female,Master’s Degree,1,Stay in: Color
297.0,20.0,Non-binary,High School Grad,1,Play: Visit a movie theater
257.0,20.0,NA,Other,NA,Play: Visit a movie theater
7.0,21.0,Other,NA,0,Play: Visit a movie theater
4039.0,29.0,NA,Bachelor’s Degree,1,Stay in: Play a game
28.0,23.0,NA,Other,1,Play: Visit a movie theater
29.0,26.0,Non-binary,Other,NA,Explore: Visit a park
151.0,22.0,Male,High School Grad,1,Play: Go shopping
4198.0,54.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
76.0,23.0,Male,Other,1,Play: Go shopping
267.0,21.0,Non-binary,Other,1,Play: Visit a movie theater
48.0,19.0,Other,Other,NA,Play: Go shopping
38.0,20.0,Non-binary,NA,0,Play: Visit a movie theater
1197.0,71.0,NA,Master’s Degree,0,Explore: Hike
4538.0,54.0,Non-binary,Bachelor’s Degree,1,Explore: Go sightseeing
446.0,30.0,Male,Bachelor’s Degree,0,Stay in: Play a game
287.0,18.0,Male,High School Grad,0,Play: Visit a movie theater
2260.0,42.0,Male,Bachelor’s Degree,1,Explore: Hike
156.0,29.0,Male,Other,1,Stay in: Watch calming TV
4569.0,67.0,Male,Bachelor’s Degree,1,Explore: Go sightseeing
3598.0,67.0,Female,Bachelor’s Degree,1,Learn: Visit a library
823.0,26.0,Non-binary,Master’s Degree,1,Play: Go shopping
149.0,22.0,Non-binary,NA,1,Play: Go shopping
3646.0,67.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
771.0,79.0,Other,Bachelor’s Degree,NA,Explore: Go sightseeing
224.0,23.0,Other,Other,NA,Play: Go shopping
4255.0,54.0,Transgender,Master’s Degree,1,Stay in: Play a game
135.0,18.0,Female,NA,1,Play: Visit a movie theater
174.0,22.0,Male,NA,0,Play: Go shopping
17.0,19.0,Male,High School Grad,1,Play: Go shopping
1379.0,39.0,Non-binary,Master’s Degree,NA,Stay in: Watch calming TV
3196.0,53.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
265.0,20.0,NA,Did Not Graduate HS,0,Play: Go shopping
3081.0,49.0,Transgender,Bachelor’s Degree,0,Explore: Go sightseeing
200.0,18.0,Other,NA,0,Play: Go shopping
202.0,19.0,Female,Did Not Graduate HS,1,Play: Go shopping
38.0,18.0,Transgender,NA,0,Play: Go shopping
3227.0,31.0,NA,Master’s Degree,0,Explore: Go sightseeing
1266.0,58.0,Transgender,Bachelor’s Degree,0,Explore: Hike
276.0,23.0,Male,High School Grad,0,Play: Visit a movie theater
1989.0,31.0,NA,Master’s Degree,1,Explore: Hike
3323.0,32.0,Non-binary,Bachelor’s Degree,1,Stay in: Color
212.0,22.0,Male,NA,NA,Play: Go shopping
189.0,22.0,NA,Other,NA,Play: Visit a movie theater
3816.0,35.0,Male,Master’s Degree,NA,Stay in: Watch calming TV
53.0,19.0,NA,High School Grad,0,Play: Go shopping
125.0,21.0,Male,High School Grad,NA,Play: Go shopping
254.0,23.0,Female,Other,1,Play: Go shopping
169.0,21.0,Male,NA,NA,Play: Visit a movie theater
73.0,19.0,NA,Did Not Graduate HS,1,Play: Go shopping
89.0,27.0,NA,High School Grad,1,Stay in: Play a game
624.0,42.0,Non-binary,Master’s Degree,NA,Stay in: Watch calming TV
4916.0,40.0,Non-binary,Bachelor’s Degree,0,Learn: Visit a library
1681.0,29.0,NA,Bachelor’s Degree,0,Explore: Visit a park
100.0,18.0,Male,High School Grad,1,Play: Visit a movie theater
165.0,23.0,Non-binary,Did Not Graduate HS,NA,Play: Visit a movie theater
2382.0,32.0,NA,Bachelor’s Degree,1,Explore: Visit a park
40.0,20.0,NA,High School Grad,0,Play: Go shopping
2033.0,78.0,Non-binary,Bachelor’s Degree,NA,Play: Visit a movie theater
260.0,19.0,Female,NA,1,Play: Visit a movie theater
16.0,22.0,Non-binary,Did Not Graduate HS,0,Play: Go shopping
161.0,23.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
292.0,64.0,Transgender,NA,1,Stay in: Color
185.0,21.0,Female,NA,1,Play: Go shopping
1287.0,89.0,NA,Bachelor’s Degree,NA,Play: Go shopping
144.0,23.0,Transgender,Did Not Graduate HS,1,Play: Go shopping
933.0,43.0,Female,Master’s Degree,1,Explore: Hike
2832.0,43.0,Male,Master’s Degree,NA,Play: Visit a movie theater
1733.0,32.0,Male,Bachelor’s Degree,0,Stay in: Play a game
3084.0,35.0,Other,Master’s Degree,0,Explore: Go sightseeing
56.0,22.0,Other,NA,NA,Play: Go shopping
4869.0,54.0,Non-binary,Bachelor’s Degree,NA,Explore: Go sightseeing
2755.0,34.0,Non-binary,Bachelor’s Degree,NA,Play: Visit a movie theater
49.0,21.0,Male,Other,0,Play: Visit a movie theater
123.0,20.0,Female,Did Not Graduate HS,1,Play: Go shopping
110.0,22.0,Male,NA,0,Play: Go shopping
652.0,33.0,NA,Bachelor’s Degree,NA,Stay in: Watch calming TV
30.0,18.0,Male,NA,0,Play: Go shopping
153.0,23.0,Other,NA,1,Play: Go shopping
71.0,22.0,Female,Other,1,Play: Go shopping
4233.0,25.0,Female,Bachelor’s Degree,1,Explore: Hike
2668.0,49.0,Male,Master’s Degree,1,Explore: Hike
4512.0,30.0,Transgender,Bachelor’s Degree,NA,Explore: Go sightseeing
2081.0,37.0,Male,Bachelor’s Degree,0,Stay in: Play a game
3529.0,39.0,Male,Master’s Degree,0,Play: Visit a movie theater
114.0,23.0,Transgender,High School Grad,0,Play: Go shopping
253.0,20.0,Male,Did Not Graduate HS,0,Play: Visit a movie theater
78.0,21.0,Non-binary,Other,NA,Play: Go shopping
240.0,18.0,Female,High School Grad,1,Play: Go shopping
1042.0,48.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
2810.0,27.0,Non-binary,Bachelor’s Degree,1,Stay in: Color
110.0,23.0,Female,NA,0,Play: Visit a movie theater
60.0,20.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
1799.0,42.0,Male,Bachelor’s Degree,1,Learn: Visit a library
22.0,22.0,Other,NA,1,Play: Visit a movie theater
3086.0,36.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
187.0,23.0,Non-binary,NA,1,Play: Visit a movie theater
87.0,20.0,Other,High School Grad,0,Play: Go shopping
691.0,30.0,NA,Bachelor’s Degree,0,Play: Go shopping
2336.0,36.0,NA,Bachelor’s Degree,1,Stay in: Color
2768.0,26.0,Male,Bachelor’s Degree,NA,Explore: Visit a park
40.0,22.0,Transgender,High School Grad,1,Play: Visit a movie theater
2243.0,35.0,Other,Bachelor’s Degree,1,Stay in: Play a game
294.0,18.0,Male,Did Not Graduate HS,NA,Play: Go shopping
141.0,23.0,Male,Other,1,Play: Visit a movie theater
4665.0,28.0,Female,Master’s Degree,1,Stay in: Play a game
26.0,18.0,Transgender,Other,0,Play: Go shopping
297.0,22.0,Non-binary,High School Grad,NA,Play: Go shopping
71.0,21.0,Male,Did Not Graduate HS,NA,Play: Visit a movie theater
2134.0,36.0,Other,Bachelor’s Degree,0,Explore: Go sightseeing
214.0,18.0,Male,NA,0,Play: Visit a movie theater
85.0,20.0,NA,Did Not Graduate HS,NA,Play: Visit a movie theater
1510.0,31.0,Other,Bachelor’s Degree,1,Play: Visit a movie theater
3732.0,64.0,Female,Master’s Degree,1,Play: Go shopping
1773.0,57.0,Female,Master’s Degree,1,Stay in: Play a game
13.0,19.0,Transgender,NA,NA,Play: Visit a movie theater
1800.0,33.0,NA,Bachelor’s Degree,NA,Stay in: Play a game
110.0,20.0,Non-binary,NA,NA,Play: Visit a movie theater
4089.0,64.0,NA,Bachelor’s Degree,0,Explore: Go sightseeing
167.0,18.0,Other,Other,NA,Play: Visit a movie theater
765.0,40.0,Other,Bachelor’s Degree,1,Stay in: Color
99.0,22.0,Female,Other,1,Play: Visit a movie theater
222.0,21.0,Other,NA,NA,Play: Visit a movie theater
51.0,22.0,Non-binary,Did Not Graduate HS,NA,Play: Visit a movie theater
92.0,21.0,Non-binary,Did Not Graduate HS,0,Play: Visit a movie theater
4686.0,53.0,Other,Bachelor’s Degree,0,Stay in: Play a game
3330.0,35.0,Other,Other,0,Play: Visit a movie theater
83.0,21.0,Other,High School Grad,NA,Play: Visit a movie theater
174.0,18.0,Non-binary,Other,NA,Play: Visit a movie theater
83.0,23.0,Other,NA,0,Play: Go shopping
225.0,20.0,Female,Other,1,Play: Go shopping
3158.0,30.0,Other,Bachelor’s Degree,NA,Stay in: Watch calming TV
3989.0,31.0,Female,Bachelor’s Degree,1,Explore: Hike
1153.0,47.0,Other,Master’s Degree,0,Play: Visit a movie theater
233.0,22.0,Non-binary,High School Grad,0,Play: Visit a movie theater
3606.0,36.0,Female,Master’s Degree,1,Learn: Visit a library
3495.0,53.0,Female,Bachelor’s Degree,1,Stay in: Play a game
3029.0,38.0,Non-binary,Master’s Degree,1,Explore: Go sightseeing
86.0,19.0,Male,Other,0,Play: Go shopping
60.0,19.0,Male,Did Not Graduate HS,1,Play: Go shopping
3670.0,48.0,Transgender,Bachelor’s Degree,0,Explore: Go sightseeing
2667.0,40.0,NA,Bachelor’s Degree,NA,Explore: Visit a park
54.0,23.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
242.0,20.0,Male,NA,1,Play: Go shopping
232.0,20.0,Transgender,NA,0,Play: Visit a movie theater
251.0,20.0,Other,Did Not Graduate HS,NA,Play: Visit a movie theater
2534.0,39.0,Male,Master’s Degree,0,Explore: Visit a park
232.0,18.0,Non-binary,High School Grad,1,Play: Visit a movie theater
497.0,40.0,Non-binary,Master’s Degree,NA,Explore: Hike
101.0,18.0,NA,Did Not Graduate HS,NA,Play: Go shopping
375.0,38.0,Transgender,Master’s Degree,NA,Explore: Hike
159.0,22.0,Female,High School Grad,1,Play: Visit a movie theater
145.0,19.0,Transgender,Did Not Graduate HS,1,Play: Go shopping
154.0,22.0,NA,Did Not Graduate HS,NA,Play: Go shopping
4377.0,29.0,Male,Bachelor’s Degree,1,Stay in: Color
4602.0,59.0,Male,Master’s Degree,1,Stay in: Play a game
1823.0,39.0,Non-binary,Master’s Degree,1,Explore: Go sightseeing
4610.0,34.0,Non-binary,Master’s Degree,NA,Play: Visit a movie theater
70.0,22.0,Female,High School Grad,1,Play: Visit a movie theater
295.0,22.0,Male,Other,1,Play: Go shopping
1.0,20.0,NA,NA,1,Play: Visit a movie theater
52.0,22.0,Male,High School Grad,NA,Play: Visit a movie theater
2166.0,37.0,Male,Bachelor’s Degree,1,Stay in: Watch calming TV
3775.0,52.0,Non-binary,Master’s Degree,1,Stay in: Color
124.0,22.0,NA,Did Not Graduate HS,0,Play: Go shopping
22.0,23.0,Female,NA,1,Play: Go shopping
4620.0,48.0,Other,Master’s Degree,1,Learn: Visit a library
4155.0,83.0,Non-binary,Bachelor’s Degree,1,Learn: Visit a library
3333.0,25.0,NA,Bachelor’s Degree,0,Learn: Visit a library
43.0,18.0,Other,NA,NA,Play: Visit a movie theater
187.0,19.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
50.0,23.0,Non-binary,Other,NA,Play: Visit a movie theater
3.0,19.0,NA,High School Grad,0,Play: Visit a movie theater
165.0,19.0,Female,High School Grad,1,Play: Go shopping
158.0,20.0,Male,Did Not Graduate HS,0,Play: Go shopping
994.0,27.0,Other,Bachelor’s Degree,1,Stay in: Play a game
3011.0,74.0,Non-binary,Master’s Degree,NA,Explore: Visit a park
245.0,18.0,Transgender,NA,NA,Play: Go shopping
1628.0,83.0,Male,Master’s Degree,0,Play: Go shopping
216.0,23.0,Transgender,NA,0,Play: Go shopping
89.0,20.0,NA,High School Grad,1,Play: Visit a movie theater
79.0,20.0,Transgender,Master’s Degree,1,Play: Visit a movie theater
66.0,19.0,NA,Other,NA,Play: Visit a movie theater
248.0,19.0,Other,Other,0,Play: Visit a movie theater
54.0,23.0,Transgender,High School Grad,1,Play: Go shopping
1289.0,90.0,NA,Master’s Degree,NA,Explore: Hike
202.0,20.0,Male,NA,NA,Play: Go shopping
4405.0,61.0,Transgender,Bachelor’s Degree,NA,Learn: Visit a library
2359.0,48.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
135.0,20.0,Other,NA,NA,Play: Go shopping
72.0,21.0,Other,Other,1,Play: Visit a movie theater
2940.0,28.0,Transgender,Bachelor’s Degree,NA,Explore: Visit a park
78.0,23.0,Male,Other,1,Play: Go shopping
28.0,22.0,Transgender,Other,1,Play: Visit a movie theater
1286.0,54.0,Male,Bachelor’s Degree,NA,Explore: Hike
80.0,22.0,NA,Did Not Graduate HS,0,Play: Visit a movie theater
283.0,20.0,NA,Did Not Graduate HS,NA,Play: Go shopping
198.0,18.0,Male,Did Not Graduate HS,NA,Play: Go shopping
15.0,20.0,Male,Did Not Graduate HS,1,Play: Go shopping
1179.0,37.0,Non-binary,Bachelor’s Degree,1,Stay in: Play a game
275.0,18.0,Female,NA,1,Play: Visit a movie theater
235.0,20.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
280.0,19.0,Non-binary,High School Grad,0,Play: Visit a movie theater
204.0,22.0,Other,High School Grad,NA,Play: Visit a movie theater
253.0,22.0,NA,NA,NA,Play: Go shopping
3745.0,27.0,Transgender,Bachelor’s Degree,NA,Play: Visit a movie theater
250.0,22.0,Non-binary,NA,1,Play: Visit a movie theater
128.0,20.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
115.0,19.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
441.0,25.0,NA,Bachelor’s Degree,0,Explore: Hike
103.0,19.0,Non-binary,High School Grad,1,Play: Go shopping
170.0,22.0,Non-binary,Did Not Graduate HS,NA,Play: Visit a movie theater
777.0,32.0,NA,Bachelor’s Degree,1,Play: Visit a movie theater
405.0,33.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
1025.0,51.0,NA,Master’s Degree,0,Stay in: Play a game
39.0,19.0,Non-binary,Other,0,Play: Visit a movie theater
132.0,19.0,Male,Other,0,Play: Go shopping
3914.0,54.0,Transgender,Master’s Degree,NA,Play: Visit a movie theater
284.0,21.0,Other,Other,0,Play: Visit a movie theater
162.0,23.0,Transgender,Did Not Graduate HS,0,Play: Go shopping
2973.0,43.0,Non-binary,Master’s Degree,NA,Stay in: Watch calming TV
